conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1874238670955569531,Tue Dec 31 23:59:55 +0000 2024,0,@bisayukbisa_ rencana gagal karena hujan,1874244123877925174,,bisayukbisa_,in,jawut (jawa utara),0,1,0,https://x.com/yangoyoo/status/1874244123877925174,1398997877737754631,yangoyoo
1874044417168072883,Tue Dec 31 23:59:36 +0000 2024,1,@nabiylarisfa Jangan kecewa dulu Kak https://t.co/AjLv7tFBgE,1874244041992528337,https://pbs.twimg.com/media/GgKnBP_bYAIH13R.jpg,nabiylarisfa,in,,0,0,0,https://x.com/KitaKawanKakak/status/1874244041992528337,1429458635206234114,KitaKawanKakak
1874128679003185592,Tue Dec 31 23:59:26 +0000 2024,0,@park_sungcheol Aku pun juga ingin bertahan jauh lebih lama kok aku bersyukur udh berada dititik ini. Walau kadang aku ngerasa belum sepenuhnya pulih makasih buat myday dan Day6 aku jadi ngga sendirian lagi hehe.. km juga harus lebih bahagia yaa Rid,1874244001362305425,,park_sungcheol,in,Indonesia,0,0,0,https://x.com/_biyoonim/status/1874244001362305425,1143064675464036353,_biyoonim
1874231109262991461,Tue Dec 31 23:59:20 +0000 2024,0,@selfreminder_id Semangat mencapai tujuan itu ya pasti berat dan lelah tapi jangan sampai menyerah,1874243976158642403,,selfreminder_id,in,,0,0,0,https://x.com/hijratiime/status/1874243976158642403,1968241728,hijratiime
1872993060998824061,Tue Dec 31 23:59:20 +0000 2024,0,@Vrizr Aku pribadi kecewa sih sama eksekusinya makanya pas selesai kayak angin lalu aja tp bener kata Vri masalah kontennya yg berasa crammed; itu emg masalah mecha anime pada umumnya kalo cm dapet 12-13 eps,1874243975525392868,,Vrizr,in,,0,1,0,https://x.com/granblade/status/1874243975525392868,911196855207211011,granblade
1874120135600214050,Tue Dec 31 23:59:11 +0000 2024,0,@fixovn galau sampe ketiduran,1874243937982169123,,fixovn,in,Gempita Kazumi,0,0,0,https://x.com/catcentil/status/1874243937982169123,1863544082204864512,catcentil
1874089121054155174,Tue Dec 31 23:59:08 +0000 2024,0,@unmeemma iya sadar diri ini sangat bersalah,1874243924862366067,,unmeemma,in,,0,1,0,https://x.com/jgnribut_/status/1874243924862366067,1626781844690841600,jgnribut_
1874241564698173823,Tue Dec 31 23:59:02 +0000 2024,0,@EndoghDadar Sedih.. Ga ada inisiatif bawa pulang sampahnya masing2,1874243899671421212,,EndoghDadar,in,jkt - bekasi - semarang - sby,0,1,0,https://x.com/landy__land/status/1874243899671421212,1336192707933261824,landy__land
1871883808636895249,Tue Dec 31 23:58:50 +0000 2024,10,@pinggiran_roti @reposhittory @amusingamused Iya pas ini gua sedih bgt gitu masih ada yg milih,1874243850564448485,,pinggiran_roti,in,,0,1,1,https://x.com/pengenkerjaa/status/1874243850564448485,1617204406558265348,pengenkerjaa
1874131788647588224,Tue Dec 31 23:58:37 +0000 2024,1,@Nindimarina Masya allah sedih banget :(,1874243798295077100,,Nindimarina,in,,0,0,0,https://x.com/pinbae_/status/1874243798295077100,483650969,pinbae_
1874085677639356590,Tue Dec 31 23:58:34 +0000 2024,0,@tanyakanrl Lebih rajin lagi shalat dan menghafal quran jangan cepat menyerah kurangi malasnya haru lebih produktif lagi jangan terlalu banyak makan manis semangat untuk tahun ini semoga lulus dan lanjut selesaikan s1. Aamiin,1874243782314779039,,tanyakanrl,in,,0,0,0,https://x.com/jaemin_na82811/status/1874243782314779039,1835990247764819968,jaemin_na82811
1874243760135238052,Tue Dec 31 23:58:28 +0000 2024,0,ni kalo gw yg ngelamar gw giniin aelah anjir,1874243760135238052,,,in, maba 24,0,0,0,https://x.com/inibelll/status/1874243760135238052,1373960484521570305,inibelll
1872980770299756601,Tue Dec 31 23:58:28 +0000 2024,0,@AbudiAlsagoff jgn ckap gitu...so adakah klu isteri yg xreti/ xpandai masak n mengemas rumah dikategorikn gagal jugak ???? pd masa skrg tekanan hidup tu sama je utk perempuan @ lelaki....,1874243757203427678,,AbudiAlsagoff,in,"Bandar Seremban, Negri Sembila",0,0,0,https://x.com/Harlyza2/status/1874243757203427678,1151103058400518144,Harlyza2
1874167784940462497,Tue Dec 31 23:58:25 +0000 2024,0,@PorosHalangID siap-siap kecewa lagi? damn gua ga kuat ,1874243744763175160,,PorosHalangID,in,,0,0,0,https://x.com/liphaj_/status/1874243744763175160,1606464287186489344,liphaj_
1874242273137045525,Tue Dec 31 23:58:23 +0000 2024,1,@SuhartiniTaurus Happy new year to you too Bude Jangan lelah belagak gila karna kegilaan adalah ramuan penghilang lelah,1874243738652074282,,suhartinitaurus,in,Bumi ALLAH,0,1,0,https://x.com/MaOx_x1wuR/status/1874243738652074282,1745429046790676480,MaOx_x1wuR
1874243720574624147,Tue Dec 31 23:58:19 +0000 2024,6,ngakaknya udah 10+ tahun berjuang memahami wonpil pun younghyun masih struggle soal gift kesukaan wonpil itu apa younghyun orangnya praktis tapi soal nyari hadiah buat wonpil -bisa dibilang ujungnya gagal mulu- doi usahanya gaada ampun awet jadinya interest doi ke wonpil,1874243720574624147,,,in,,0,1,0,https://x.com/xiaoma04/status/1874243720574624147,1460500016674394114,xiaoma04
1874070899168862712,Tue Dec 31 23:58:13 +0000 2024,0,Awal 2025 dimulai dengan gagal lari karena punggung sakit. Ada-ada saja.,1874243694813208643,,stiberojerse,in,Indonesia,0,0,0,https://x.com/stiberojerse/status/1874243694813208643,240149731,stiberojerse
1874243219271409875,Tue Dec 31 23:56:19 +0000 2024,0,wellcomee 2025 di 2024 lalu banyak banget ya plot twist nya? heran dikit.sedih dari banyaknya problem yang aku alami di tahun 2024 paling wuu tapi aku bersyukur kenal sama allin memang aku tau tentang kamu baru ini Bulan Desember.,1874243219271409875,,,in,,0,0,0,https://x.com/dilululuu/status/1874243219271409875,1871957670355423232,dilululuu
1874143377694089299,Tue Dec 31 23:56:17 +0000 2024,0,@jkyukm09 gagal sahur ,1874243209322520680,,jkyukm09,in,🐺🐮🦋‹𝟹,0,1,0,https://x.com/be_happierrr/status/1874243209322520680,721619985349513217,be_happierrr
1874243184978780236,Tue Dec 31 23:56:11 +0000 2024,0,nomor lapor G5225010100050 @pln_123 @infolistrikdjty @erickthohir @KemenBUMN @prabowo @gibran_tweet @OmbudsmanRI137 dan skrg dah 3 jam lebih msh zonk. kalian gagal menerapkan mutu layanan.. BUMN gak ada gunanya..!!,1874243184978780236,,,in,Kendal Jawa Tengah,0,1,0,https://x.com/BenkKendal/status/1874243184978780236,1103101081435856897,BenkKendal
1874238729982009673,Tue Dec 31 23:55:50 +0000 2024,0,@atikamld Jangan pernah menyerah,1874243097120612377,,atikamld,in,,0,0,0,https://x.com/tesrminal/status/1874243097120612377,777654253661945856,tesrminal
1874081321875890270,Tue Dec 31 23:55:48 +0000 2024,0,@hlogwarts woiii gapernah gagal bikin racun lippies,1874243086135788000,,hlogwarts,in,,0,1,0,https://x.com/aellsaa/status/1874243086135788000,1681966113851326464,aellsaa
1874243020809527305,Tue Dec 31 23:55:32 +0000 2024,0,kenapa ya kok kaya sedih gitu,1874243020809527305,,,in,RPS. Homophobic DNI.,0,0,0,https://x.com/scorpionsimp_/status/1874243020809527305,1498174276301574144,scorpionsimp_
1874242982507139435,Tue Dec 31 23:55:23 +0000 2024,8,masalahnya vid2 yg gue save banyak bgt anjir ada puluhan ribu saved vvup aja sampe 2000an vt demon slayer ada 3000 dll.. gw sedih bgt jancok gw gaakan maafin lu selamanya tiktod eek,1874242982507139435,,,in,,0,0,0,https://x.com/cikgukayla/status/1874242982507139435,1763439764605403136,cikgukayla
1874181643193516175,Tue Dec 31 23:55:17 +0000 2024,0,@BabyMoonJin7 @BabyMoonJin7 Halo Kak atas ketidaknyamanannya admin mohon maaf. Terkait permasalahan gagal beli token agar segera teratasi mohon menginformasikan Nomor Meter via DM ya. Admin menunggu konfirmasi lebih lanjut ya. Thanks -Riani,1874242957735583974,,BabyMoonJin7,in,Indonesia,0,0,0,https://x.com/pln_123/status/1874242957735583974,558516132,pln_123
1874170809671098465,Tue Dec 31 23:55:00 +0000 2024,0,@Netizen2510 @suryandika_ @SeputarMadrid @jfelixdiaz Jadinya perjudian siih buat liverpool. Jual Januari bakal kehilangan pemain inti yang mana lagi title race di EL bahkan champion. Satu sisi lagi kalo gagal perpanjang TAA bisa pergi gratis,1874242885312504297,,Netizen2510,in,"Kota Bandung, Jawa Barat",0,2,0,https://x.com/Adiiifir/status/1874242885312504297,1013557306871562240,Adiiifir
1874242830421680399,Tue Dec 31 23:54:47 +0000 2024,0,Awal tahun dah sedih aja aduh dhill bentar lagi osceee,1874242830421680399,,,in,she/her ,0,0,0,https://x.com/_xneophytedhill/status/1874242830421680399,1351467853497597954,_xneophytedhill
1874223090630353240,Tue Dec 31 23:54:40 +0000 2024,0,Apa yang bisa kita pelajari dari ini? 1️⃣ Kesabaran adalah kunci. Tidak semua hal bisa langsung dikuasai tapi dengan bimbingan dan ketekunan hasilnya akan terlihat. 2️⃣ Gagal itu wajar. Sama seperti anak makaka yang jatuh berkali-kali kita juga perlu mencoba terus tanpa takut,1874242800495321309,,nellesta12,in,"Tangerang, Indonesia",0,1,0,https://x.com/nellesta12/status/1874242800495321309,2734530816,nellesta12
1874242798008098894,Tue Dec 31 23:54:39 +0000 2024,333,Kalau pemimpin2 umno gagal kawal sekor babi bernama akmal tu baik korg join pas je la. Noktah.,1874242798008098894,,,in,"Dubai, United Arab Emirates",3,23,74,https://x.com/f4kr0ls00d/status/1874242798008098894,1154598746606280709,f4kr0ls00d
