conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1857568752931582343,Fri Nov 15 23:37:57 +0000 2024,5,aku kira belakangan ini aku depresi trnyta aku dah lama ga ke pemda-denggung aja https://t.co/VUG6zXsUs8,1857568752931582343,https://pbs.twimg.com/media/Gcdo7xyaIAAh7C9.jpg,,in,mossy bottom,0,1,0,https://x.com/greenforgy/status/1857568752931582343,1597537702223970305,greenforgy
1857568501600514110,Fri Nov 15 23:36:57 +0000 2024,0,aku sedih pdhl lg pgn di support,1857568501600514110,,,in,,0,0,0,https://x.com/sparklespinkie/status/1857568501600514110,1328651617390903300,sparklespinkie
1857473774918176885,Fri Nov 15 23:36:39 +0000 2024,0,@mochicherryyy WAKAKAKKAK,1857568427361341746,,mochicherryyy,in,caratland 💎,0,0,0,https://x.com/depres0t/status/1857568427361341746,4399128134,depres0t
1857567809565606274,Fri Nov 15 23:34:12 +0000 2024,0,hari ini aku diklat,1857567809565606274,,,in,,0,0,0,https://x.com/sparklespinkie/status/1857567809565606274,1328651617390903300,sparklespinkie
1857567710424781288,Fri Nov 15 23:33:50 +0000 2024,3,1. Mengurangi Risiko Depresi Pemikiran yang positif memang berhubungan erat dengan kesehatan mental. Dengan pemikiran yang optimis risiko gangguan mental seperti depresi dapat diminimalisir. Karena salah satu pemicu utama depresi adalah banyaknya pemikiran negative dalam diri.,1857567718679142769,,quoterandom05,in,,0,1,0,https://x.com/quoterandom05/status/1857567718679142769,1734143539226001408,quoterandom05
1857562244235849872,Fri Nov 15 23:12:05 +0000 2024,0,Hukuman setimpal. Di tangan mereka lamokotan ku getih korban judol. Bnyk yg meninggal jg karena depresi. Tinggal hukuman penjara mrk jalani.,1857562244235849872,,,in,"ÜT: -6.920362,107.597982",0,0,0,https://x.com/junz_rsyah/status/1857562244235849872,253579525,junz_rsyah
1857553248527241397,Fri Nov 15 22:36:20 +0000 2024,0,AKUUU TAPI GATAU KALO TIBA TIBA BELI OTS WKWKKW,1857553248527241397,,,in,caratland 💎,0,0,0,https://x.com/depres0t/status/1857553248527241397,4399128134,depres0t
1857243236521426945,Fri Nov 15 21:58:31 +0000 2024,0,@nnrrnd awal awalny goofy bis itu ada bagian bagian depresi dikit kyk gini namany DanDaDan,1857543728606622176,,nnrrnd,in,,0,0,0,https://x.com/fjrie420p/status/1857543728606622176,1311090394650746880,fjrie420p
1857119233559470118,Fri Nov 15 21:03:26 +0000 2024,0,@yqounger eh ali ini pernah depresi kan?,1857529869728645238,,yqounger,in,,0,0,0,https://x.com/wiabiruamin/status/1857529869728645238,1495338821126291456,wiabiruamin
1857525478678212705,Fri Nov 15 20:57:09 +0000 2024,0,kata dia trnyta cari kerja bnrn sesusah itu ya YAEMANG!? mana tuh elu yg kmrn ngatain gua ah lebay ampe depresi nangis tiap hari gt pas gua lg baru bgt putus ama lu dijelek2in ama keluarga lu msi harus struggle cari kerja DAN DPT RESPON KEK GTU DARI LU?? gmn ga depresi gua,1857528287070925236,,s0ftpinkeu,in,,0,0,0,https://x.com/s0ftpinkeu/status/1857528287070925236,1010191969744637954,s0ftpinkeu
1856233474132455853,Fri Nov 15 20:07:38 +0000 2024,0,@muh_basra Keknya beban depresi pada cash for healing ga si kak (?) wkwkwk,1857515824510283793,,muh_basra,in,,0,0,0,https://x.com/nurkhasanahshdn/status/1857515824510283793,624886280,nurkhasanahshdn
1857511016554500429,Fri Nov 15 19:48:31 +0000 2024,0,BINGUNG BGT NGAMBEK MARAH NANGIS SEBEL BGT KNP WALLPAPER GW TBTB ILANG SMUA MIRIS BGT DEPRESI,1857511016554500429,,,in,,0,0,0,https://x.com/jajijejujo/status/1857511016554500429,857458502494638080,jajijejujo
1857350534975668502,Fri Nov 15 19:33:35 +0000 2024,0,@Saffaane stres depresi banget ,1857507255463325790,,Saffaane,in,,0,0,0,https://x.com/yuuhyati/status/1857507255463325790,1334293594442620928,yuuhyati
1857502890455347473,Fri Nov 15 19:16:14 +0000 2024,0,malem-malem depresi kambuh aneh banget bjir. gw pengen mati,1857502890455347473,,,in,📖 3/50,0,1,0,https://x.com/dailyterature/status/1857502890455347473,1535406500813762561,dailyterature
1857500659341471988,Fri Nov 15 19:07:22 +0000 2024,0,Episode depresi hanya 7 hari,1857500659341471988,,,in,,0,0,0,https://x.com/redfor_rubi/status/1857500659341471988,1635492115810770945,redfor_rubi
